0.0000E+00,0.0000E+00
1.0000E-02,0.0000E+00
2.0000E-02,0.0000E+00
3.0000E-02,0.0000E+00
4.0000E-02,0.0000E+00
5.0000E-02,0.0000E+00
6.0000E-02,0.0000E+00
7.0000E-02,0.0000E+00
8.0000E-02,0.0000E+00
9.0000E-02,0.0000E+00
1.0000E-01,0.0000E+00
1.1000E-01,0.0000E+00
1.2000E-01,0.0000E+00
1.3000E-01,0.0000E+00
1.4000E-01,0.0000E+00
1.5000E-01,0.0000E+00
1.6000E-01,0.0000E+00
1.7000E-01,0.0000E+00
1.8000E-01,0.0000E+00
1.9000E-01,0.0000E+00
2.0000E-01,0.0000E+00
2.1000E-01,0.0000E+00
2.2000E-01,0.0000E+00
2.3000E-01,0.0000E+00
2.4000E-01,0.0000E+00
2.5000E-01,0.0000E+00
2.6000E-01,0.0000E+00
2.7000E-01,0.0000E+00
2.8000E-01,0.0000E+00
2.9000E-01,0.0000E+00
3.0000E-01,0.0000E+00
3.1000E-01,0.0000E+00
3.2000E-01,3.0000E-02
3.3000E-01,3.0000E-02
3.4000E-01,3.0000E-02
3.5000E-01,3.0000E-02
3.6000E-01,3.0000E-02
3.7000E-01,3.0000E-02
3.8000E-01,3.0000E-02
3.9000E-01,3.0000E-02
4.0000E-01,3.0000E-02
4.1000E-01,3.0000E-02
4.2000E-01,3.0000E-02
4.3000E-01,3.0000E-02
4.4000E-01,3.0000E-02
4.5000E-01,3.0000E-02
4.6000E-01,3.0000E-02
4.7000E-01,3.0000E-02
4.8000E-01,3.0000E-02
4.9000E-01,3.0000E-02
5.0000E-01,3.0000E-02
5.1000E-01,3.0000E-02
5.2000E-01,3.0000E-02
5.3000E-01,3.0000E-02
5.4000E-01,3.0000E-02
5.5000E-01,3.0000E-02
5.6000E-01,3.0000E-02
5.7000E-01,3.0000E-02
5.8000E-01,3.0000E-02
5.9000E-01,3.0000E-02
6.0000E-01,3.0000E-02
6.1000E-01,3.0000E-02
6.2000E-01,3.0000E-02
6.3000E-01,3.0000E-02
6.4000E-01,3.0000E-02
6.5000E-01,3.0000E-02
6.6000E-01,3.0000E-02
6.7000E-01,3.0000E-02
6.8000E-01,3.0000E-02
6.9000E-01,3.0000E-02
7.0000E-01,3.0000E-02
7.1000E-01,3.0000E-02
7.2000E-01,3.0000E-02
7.3000E-01,3.0000E-02
7.4000E-01,3.0000E-02
7.5000E-01,3.0000E-02
7.6000E-01,3.0000E-02
7.7000E-01,3.0000E-02
7.8000E-01,3.0000E-02
7.9000E-01,3.0000E-02
8.0000E-01,3.0000E-02
8.1000E-01,3.0000E-02
8.2000E-01,3.0000E-02
8.3000E-01,3.0000E-02
8.4000E-01,3.0000E-02
8.5000E-01,3.0000E-02
8.6000E-01,3.0000E-02
8.7000E-01,3.0000E-02
8.8000E-01,3.0000E-02
8.9000E-01,3.0000E-02
9.0000E-01,3.0000E-02
9.1000E-01,3.0000E-02
9.2000E-01,3.0000E-02
9.3000E-01,3.0000E-02
9.4000E-01,3.0000E-02
9.5000E-01,3.0000E-02
9.6000E-01,3.0000E-02
9.7000E-01,3.0000E-02
9.8000E-01,3.0000E-02
9.9000E-01,0.0000E+00
2.0000E+00,3.0000E-02
2.0100E+00,3.0000E-02
2.0200E+00,3.0000E-02
2.0300E+00,3.0000E-02
2.0400E+00,3.0000E-02
2.0500E+00,3.0000E-02
2.0600E+00,3.0000E-02
2.0700E+00,3.0000E-02
2.0800E+00,3.0000E-02
2.0900E+00,3.0000E-02
2.1000E+00,3.0000E-02
2.1100E+00,3.0000E-02
2.1200E+00,3.0000E-02
2.1300E+00,3.0000E-02
2.1400E+00,3.0000E-02
2.1500E+00,3.0000E-02
2.1600E+00,3.0000E-02
2.1700E+00,3.0000E-02
2.1800E+00,3.0000E-02
2.1900E+00,3.0000E-02
2.2000E+00,3.0000E-02
2.2100E+00,3.0000E-02
2.2200E+00,3.0000E-02
2.2300E+00,3.0000E-02
2.2400E+00,3.0000E-02
2.2500E+00,3.0000E-02
2.2600E+00,3.0000E-02
2.2700E+00,3.0000E-02
2.2800E+00,3.0000E-02
2.2900E+00,3.0000E-02
2.3000E+00,3.0000E-02
2.3100E+00,3.0000E-02
2.3200E+00,3.0000E-02
2.3300E+00,3.0000E-02
2.3400E+00,3.0000E-02
2.3500E+00,3.0000E-02
2.3600E+00,3.0000E-02
2.3700E+00,3.0000E-02
2.3800E+00,3.0000E-02
2.3900E+00,3.0000E-02
2.4000E+00,3.0000E-02
2.4100E+00,3.0000E-02
2.4200E+00,3.0000E-02
2.4300E+00,3.0000E-02
2.4400E+00,3.0000E-02
2.4500E+00,3.0000E-02
2.4600E+00,3.0000E-02
2.4700E+00,3.0000E-02
2.4800E+00,3.0000E-02
2.4900E+00,3.0000E-02
2.5000E+00,3.0000E-02
2.5100E+00,3.0000E-02
2.5200E+00,3.0000E-02
2.5300E+00,3.0000E-02
2.5400E+00,3.0000E-02
2.5500E+00,3.0000E-02
2.5600E+00,3.0000E-02
2.5700E+00,3.0000E-02
2.5800E+00,3.0000E-02
2.5900E+00,3.0000E-02
2.6000E+00,3.0000E-02
2.6100E+00,3.0000E-02
2.6200E+00,3.0000E-02
2.6300E+00,3.0000E-02
2.6400E+00,3.0000E-02
2.6500E+00,3.0000E-02
2.6600E+00,3.0000E-02
2.6700E+00,3.0000E-02
2.6800E+00,3.0000E-02
2.6900E+00,3.0000E-02
2.7000E+00,3.0000E-02
2.7100E+00,3.0000E-02
2.7200E+00,3.0000E-02
2.7300E+00,3.0000E-02
2.7400E+00,3.0000E-02
2.7500E+00,3.0000E-02
2.7600E+00,3.0000E-02
2.7700E+00,3.0000E-02
2.7800E+00,3.0000E-02
2.7900E+00,3.0000E-02
2.8000E+00,3.0000E-02
2.8100E+00,3.0000E-02
2.8200E+00,3.0000E-02
2.8300E+00,3.0000E-02
2.8400E+00,3.0000E-02
2.8500E+00,3.0000E-02
2.8600E+00,3.0000E-02
2.8700E+00,3.0000E-02
2.8800E+00,3.0000E-02
2.8900E+00,3.0000E-02
2.9000E+00,3.0000E-02
2.9100E+00,3.0000E-02
2.9200E+00,3.0000E-02
2.9300E+00,3.0000E-02
2.9400E+00,3.0000E-02
2.9500E+00,3.0000E-02
2.9600E+00,3.0000E-02
2.9700E+00,3.0000E-02
2.9800E+00,3.0000E-02
2.9900E+00,3.0000E-02
3.0000E+00,0.0000E+00
4.0000E+00,3.0000E-02
4.0100E+00,3.0000E-02
4.0200E+00,3.0000E-02
4.0300E+00,3.0000E-02
4.0400E+00,3.0000E-02
4.0500E+00,3.0000E-02
4.0600E+00,3.0000E-02
4.0700E+00,3.0000E-02
4.0800E+00,3.0000E-02
4.0900E+00,3.0000E-02
4.1000E+00,3.0000E-02
4.1100E+00,3.0000E-02
4.1200E+00,3.0000E-02
4.1300E+00,3.0000E-02
4.1400E+00,3.0000E-02
4.1500E+00,3.0000E-02
4.1600E+00,3.0000E-02
4.1700E+00,3.0000E-02
4.1800E+00,3.0000E-02
4.1900E+00,3.0000E-02
4.2000E+00,3.0000E-02
4.2100E+00,3.0000E-02
4.2200E+00,3.0000E-02
4.2300E+00,3.0000E-02
4.2400E+00,3.0000E-02
4.2500E+00,3.0000E-02
4.2600E+00,3.0000E-02
4.2700E+00,3.0000E-02
4.2800E+00,3.0000E-02
4.2900E+00,3.0000E-02
4.3000E+00,3.0000E-02
4.3100E+00,3.0000E-02
4.3200E+00,3.0000E-02
4.3300E+00,3.0000E-02
4.3400E+00,3.0000E-02
4.3500E+00,3.0000E-02
4.3600E+00,3.0000E-02
4.3700E+00,3.0000E-02
4.3800E+00,3.0000E-02
4.3900E+00,3.0000E-02
4.4000E+00,3.0000E-02
4.4100E+00,3.0000E-02
4.4200E+00,3.0000E-02
4.4300E+00,3.0000E-02
4.4400E+00,3.0000E-02
4.4500E+00,3.0000E-02
4.4600E+00,3.0000E-02
4.4700E+00,3.0000E-02
4.4800E+00,3.0000E-02
4.4900E+00,3.0000E-02
4.5000E+00,3.0000E-02
4.5100E+00,3.0000E-02
4.5200E+00,3.0000E-02
4.5300E+00,3.0000E-02
4.5400E+00,3.0000E-02
4.5500E+00,3.0000E-02
4.5600E+00,3.0000E-02
4.5700E+00,3.0000E-02
4.5800E+00,3.0000E-02
4.5900E+00,3.0000E-02
4.6000E+00,3.0000E-02
4.6100E+00,3.0000E-02
4.6200E+00,3.0000E-02
4.6300E+00,3.0000E-02
4.6400E+00,3.0000E-02
4.6500E+00,3.0000E-02
4.6600E+00,3.0000E-02
4.6700E+00,3.0000E-02
4.6800E+00,3.0000E-02
4.6900E+00,3.0000E-02
4.7000E+00,3.0000E-02
4.7100E+00,3.0000E-02
4.7200E+00,3.0000E-02
4.7300E+00,3.0000E-02
4.7400E+00,3.0000E-02
4.7500E+00,3.0000E-02
4.7600E+00,3.0000E-02
4.7700E+00,3.0000E-02
4.7800E+00,3.0000E-02
4.7900E+00,3.0000E-02
4.8000E+00,3.0000E-02
4.8100E+00,3.0000E-02
4.8200E+00,3.0000E-02
4.8300E+00,3.0000E-02
4.8400E+00,3.0000E-02
